"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"E. Echiéjilé","Elderson Echiéjilé","0","0","0","0","0","0","0","0","0","0","Nigeria","D","3","DF","-","1/20/1988","30","61","3","N/A","N/A","N/A","N/A","N/A"
"J. Djourou","Johan Djourou","1","90","0","0","0","0","1","93.7","0","6.71","Switzerland","E","20","DF","-","1/18/1987","31","74","2","SPAL","https://cdn.sofifa.org/players/10/19/162893.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/112791.png","€2.7M"
"M. Olsson","Martin Olsson","4","33","0","0","0","0","0","80","0","6.1","Sweden","F","5","DF","-","5/17/1988","30","43","5","Swansea City","https://cdn.sofifa.org/players/10/19/184472.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/1960.png","€1.7M"
"N. Loyola","Nilson Loyola","0","0","0","0","0","0","0","0","0","0","Peru","C","22","DF","-","10/26/1994","23","3","0","N/A","https://cdn.sofifa.org/players/10/19/236258.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/flags/59.png","€0"
"T. Müller","Thomas Müller","3","207","0","0","1","0","0","77.6","0","6.72","Germany","F","13","MF","-","9/13/1989","28","90","38","FC Bayern München","https://cdn.sofifa.org/players/10/19/189596.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€45M"
"W. Endo","Wataru Endo","0","0","0","0","0","0","0","0","0","0","Japan","H","6","DF","-","2/9/1993","25","11","0","Sint-Truidense VV","https://cdn.sofifa.org/players/10/19/232487.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/680.png","€2.6M"
"G. Sakai","Gōtoku Sakai","0","0","0","0","0","0","0","0","0","0","Japan","H","21","DF","-","3/14/1991","27","39","0","Hamburger SV","https://cdn.sofifa.org/players/10/19/207472.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/28.png","€4.6M"
"Y. Yotún","Yoshimar Yotún","0","0","0","0","0","0","0","0","0","0","Peru","C","19","MF","-","4/7/1990","28","72","2","Orlando City SC","https://cdn.sofifa.org/players/10/19/204542.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/112606.png","€4M"
"A. Rukavina","Antonio Rukavina","2","97","0","0","0","0","0","94.7","0","6.43","Serbia","E","2","DF","-","1/26/1984","34","46","0","N/A","N/A","N/A","N/A","N/A"
"L. Fabiański","Łukasz Fabiański","0","0","0","0","0","0","0","0","0","0","Poland","H","22","GK","-","4/18/1985","33","43","0","West Ham United","https://cdn.sofifa.org/players/10/19/164835.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/19.png","€9M"
"A. Godoy","Aníbal Godoy","3","243","0","0","1","0","0","89.1","0","5.88","Panama","G","20","MF","-","2/10/1990","28","88","2","San Jose Earthquakes","https://cdn.sofifa.org/players/10/19/217047.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/111928.png","€2.4M"
"C. Zapata","Cristián Zapata","1","4","0","0","0","0","0","100","0","6","Colombia","H","2","DF","-","9/30/1986","31","55","2","N/A","N/A","N/A","N/A","N/A"
"T. Hazard","Thorgan Hazard","2","97","0","0","0","0","0","83.7","0","7.25","Belgium","G","16","MF","-","3/29/1993","25","8","1","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/203486.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/23.png","€21.5M"
"A. Živković","Andrija Živković","0","0","0","0","0","0","0","0","0","0","Serbia","E","7","MF","-","7/11/1996","21","10","0","SL Benfica","https://cdn.sofifa.org/players/10/19/220746.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/234.png","€12.5M"
"M. Braithwaite","Martin Braithwaite","4","250","0","0","0","0","1","74","0","6.24","Denmark","C","11","FW","-","6/5/1991","27","19","1","Middlesbrough","https://cdn.sofifa.org/players/10/19/193290.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/12.png","€8M"
"M. Degenek","Milos Degenek","0","0","0","0","0","0","0","0","0","0","Australia","C","2","DF","-","4/28/1994","24","18","0","N/A","https://cdn.sofifa.org/players/10/19/229585.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/flags/195.png","€0"
"S. Morsy","Sam Morsy","1","40","0","0","1","0","0","100","0","6.43","Egypt","A","5","MF","-","9/10/1991","26","4","0","Wigan Athletic","https://cdn.sofifa.org/players/10/19/197975.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/teams/10/light/1917.png","€1.1M"
"M. Yoshida","Maya Yoshida","4","360","0","0","0","0","0","88.6","0","6.85","Japan","H","22","DF","-","8/24/1988","29","81","10","Southampton","https://cdn.sofifa.org/players/10/19/191648.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/17.png","€5M"
"M. Mohamedi","Munir Mohamedi","3","270","0","0","1","0","0","52.9","0","6.1","Morocco","B","12","GK","-","5/10/1989","29","26","0","N/A","N/A","N/A","N/A","N/A"
"M. Vecino","Matías Vecino","5","416","0","0","0","0","0","83.8","0","6.82","Uruguay","A","15","MF","-","8/24/1991","26","21","1","Inter","https://cdn.sofifa.org/players/10/19/219985.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/44.png","€14.5M"
"M. Jedinak","Mile Jedinak","3","270","2","0","1","0","2","83.6","0","6.99","Australia","C","15","MF","captain","8/3/1984","33","75","18","N/A","N/A","N/A","N/A","N/A"
"N. Chadli","Nacer Chadli","6","328","1","1","0","0","0","88.3","0","6.96","Belgium","G","22","MF","-","8/2/1989","28","41","4","AS Monaco","https://cdn.sofifa.org/players/10/19/200529.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/69.png","€10.5M"
"S. Ignashevich","Sergei Ignashevich","5","510","0","0","0","0","0","69.6","0","6.96","Russia","A","4","DF","-","7/14/1979","38","121","8","N/A","N/A","N/A","N/A","N/A"
"T. Usami","Takashi Usami","2","68","0","0","0","0","0","78.1","0","6.39","Japan","H","11","MF","-","5/6/1992","26","22","3","Fortuna Düsseldorf","https://cdn.sofifa.org/players/10/19/191388.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/110636.png","€6.5M"
"Y. Poulsen","Yussuf Poulsen","3","269","1","0","2","0","0","74.4","0","6.94","Denmark","C","20","FW","-","6/15/1994","23","27","3","RB Leipzig","https://cdn.sofifa.org/players/10/19/207791.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/112172.png","€13M"
"D. Colindres","Daniel Colindres","2","98","0","0","0","0","0","63","0","6.44","Costa Rica","E","9","MF","-","1/10/1985","33","11","0","N/A","N/A","N/A","N/A","N/A"
"R. Bürki","Roman Bürki","0","0","0","0","0","0","0","0","0","0","Switzerland","E","21","GK","-","11/14/1990","27","8","0","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/189117.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/22.png","€18.5M"
"A. Finnbogason","Alfreð Finnbogason","0","0","0","0","0","0","0","0","0","0","Iceland","D","11","FW","-","2/1/1989","29","46","12","N/A","N/A","N/A","N/A","N/A"
"F. Smolov","Fyodor Smolov","0","0","0","0","0","0","0","0","0","0","Russia","A","10","FW","-","2/9/1990","28","31","12","Lokomotiv Moscow","https://cdn.sofifa.org/players/10/19/187491.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100765.png","€18.5M"
"C. Borges","Celso Borges","3","270","0","0","0","0","0","78.7","0","6.77","Costa Rica","E","5","MF","-","5/27/1988","30","111","21","Göztepe SK","https://cdn.sofifa.org/players/10/19/190799.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/101026.png","€6.5M"
"G. Silva","Gastón Silva","0","0","0","0","0","0","0","0","0","0","Uruguay","A","13","DF","-","3/5/1994","24","17","0","Independiente","https://cdn.sofifa.org/players/10/19/220702.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/110093.png","€4.5M"
"T. Alexander-Arnold","Trent Alexander-Arnold","1","79","0","0","0","0","1","88.5","0","6.66","England","G","22","DF","-","10/7/1998","19","0","0","Liverpool","https://cdn.sofifa.org/players/10/19/231281.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/9.png","€14M"
"J. Böðvarsson","Jón Böðvarsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","22","FW","-","5/25/1992","26","37","2","Reading","https://cdn.sofifa.org/players/10/19/212992.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/1793.png","€2.2M"
"M. Plattenhardt","Marvin Plattenhardt","1","79","0","0","0","0","1","95.7","0","6.27","Germany","F","2","DF","-","1/26/1992","26","6","0","N/A","N/A","N/A","N/A","N/A"
"D. Godín","Diego Godín","5","450","0","0","0","0","0","84.8","0","7.28","Uruguay","A","3","DF","captain","2/16/1986","32","115","8","Atlético Madrid","https://cdn.sofifa.org/players/10/19/182493.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/240.png","€44M"
"J. Obi Mikel","John Obi Mikel","3","268","0","0","1","0","0","80.5","0","6.86","Nigeria","D","10","MF","captain","4/22/1987","31","84","6","N/A","N/A","N/A","N/A","N/A"
"L. Milivojević","Luka Milivojević","0","0","0","0","0","0","0","0","0","0","Serbia","E","4","MF","-","4/7/1991","27","27","1","Crystal Palace","https://cdn.sofifa.org/players/10/19/206304.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/1799.png","€12.5M"
"M. Hawsawi","Motaz Hawsawi","1","90","0","0","0","0","0","84.8","0","6.31","Saudi Arabia","A","23","DF","-","2/17/1992","26","17","0","Al Ahli","https://cdn.sofifa.org/players/10/19/225060.png","https://cdn.sofifa.org/flags/183.png","https://cdn.sofifa.org/teams/10/light/112387.png","€4.2M"
"V. Gabulov","Vladimir Gabulov","0","0","0","0","0","0","0","0","0","0","Russia","A","20","GK","-","10/19/1983","34","10","0","N/A","N/A","N/A","N/A","N/A"
"Y. Meriah","Yassine Meriah","3","270","0","0","0","0","0","89.5","0","6.37","Tunisia","G","4","DF","-","7/2/1993","24","15","1","Olympiacos CFP","https://cdn.sofifa.org/players/10/19/241746.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/280.png","€2.6M"
"E. Flores","Edison Flores","3","242","0","0","0","0","0","77","0","6.57","Peru","C","20","FW","-","5/14/1994","24","28","9","Monarcas Morelia","https://cdn.sofifa.org/players/10/19/210951.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/1028.png","€1.2M"
"E. Forsberg","Emil Forsberg","5","417","1","0","0","0","0","84","1","6.93","Sweden","F","10","MF","-","10/23/1991","26","35","6","RB Leipzig","https://cdn.sofifa.org/players/10/19/208448.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/112172.png","€26M"
"R. Kurzawa","Rafał Kurzawa","0","0","0","0","0","0","0","0","0","0","Poland","H","21","MF","-","1/29/1993","25","3","0","Amiens SC","https://cdn.sofifa.org/players/10/19/221791.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/1816.png","€2.2M"
"R. Olsen","Robin Olsen","5","450","0","0","0","0","0","47","0","6.84","Sweden","F","1","GK","-","1/8/1990","28","17","0","Roma","https://cdn.sofifa.org/players/10/19/207557.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/52.png","€5.5M"
"K. N'Diaye","Khadim N'Diaye","0","0","0","0","0","0","0","0","0","0","Senegal","H","16","GK","-","4/5/1985","33","25","0","N/A","N/A","N/A","N/A","N/A"
"B. Białkowski","Bartosz Białkowski","0","0","0","0","0","0","0","0","0","0","Poland","H","12","GK","-","7/6/1987","30","1","0","Ipswich Town","https://cdn.sofifa.org/players/10/19/155871.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/94.png","€2M"
"J. Stones","John Stones","7","646","2","0","1","0","0","94.8","0","7.28","England","G","5","DF","-","5/28/1994","24","25","0","Manchester City","https://cdn.sofifa.org/players/10/19/203574.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/10.png","€28.5M"
"D. Mertens","Dries Mertens","6","300","1","1","0","0","0","79.5","0","6.78","Belgium","G","14","FW","-","5/6/1987","31","65","13","Napoli","https://cdn.sofifa.org/players/10/19/175943.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/48.png","€45M"
"M. Brozović","Marcelo Brozović","0","0","0","0","0","0","0","0","0","0","Croatia","D","11","MF","-","11/16/1992","25","34","6","Inter","https://cdn.sofifa.org/players/10/19/216352.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/44.png","€18.5M"
"T. Lemar","Thomas Lemar","1","90","0","0","0","0","1","94.1","0","6.65","France","C","8","FW","-","11/12/1995","22","11","3","Atlético Madrid","https://cdn.sofifa.org/players/10/19/213565.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/240.png","€35.5M"
"C. Stuani","Cristhian Stuani","2","75","0","0","0","0","0","36.8","0","6.07","Uruguay","A","11","FW","-","10/12/1986","31","40","5","Girona FC","https://cdn.sofifa.org/players/10/19/186537.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/110062.png","€13.5M"
"E. Skhiri","Ellyes Skhiri","3","270","0","0","0","0","0","89","0","6.56","Tunisia","G","17","MF","-","5/10/1995","23","4","0","Montpellier HSC","https://cdn.sofifa.org/players/10/19/225126.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/70.png","€10M"
"F. Schär","Fabian Schär","3","270","0","0","2","0","0","84.3","0","6.79","Switzerland","E","22","DF","-","12/20/1991","26","38","7","Newcastle United","https://cdn.sofifa.org/players/10/19/210047.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/13.png","€7.5M"
"F. Muslera","Fernando Muslera","5","450","0","0","0","0","0","62.2","0","6.43","Uruguay","A","1","GK","-","6/16/1986","31","96","0","Galatasaray SK","https://cdn.sofifa.org/players/10/19/182494.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/325.png","€10M"
"H. Chul","Hong Chul","2","96","0","0","0","0","0","63","0","6.73","South Korea","F","14","DF","-","9/17/1990","27","14","0","N/A","N/A","N/A","N/A","N/A"
"K. Grosicki","Kamil Grosicki","3","213","0","1","0","0","0","72.9","0","6.48","Poland","H","11","MF","-","6/8/1988","29","56","12","Hull City","https://cdn.sofifa.org/players/10/19/177922.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/1952.png","€3.8M"
"B. Pérez","Blas Pérez","2","163","0","0","0","0","0","61.9","0","6.27","Panama","G","7","FW","-","3/13/1981","37","117","43","N/A","N/A","N/A","N/A","N/A"
"J. Hyun-soo","Jang Hyun-soo","0","0","0","0","0","0","0","0","0","0","South Korea","F","20","DF","-","9/28/1991","26","49","3","N/A","N/A","N/A","N/A","N/A"
"T. Sainsbury","Trent Sainsbury","3","270","0","0","0","0","0","90.6","0","6.78","Australia","C","20","DF","-","1/5/1992","26","34","3","PSV","https://cdn.sofifa.org/players/10/19/199000.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/247.png","€6M"
"I. Smolnikov","Igor Smolnikov","1","36","0","0","0","1","0","83.3","0","4.34","Russia","A","23","DF","-","8/8/1988","29","26","0","N/A","https://cdn.sofifa.org/players/10/19/187347.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/flags/40.png","€0"
"J. Maclaren","Jamie Maclaren","0","0","0","0","0","0","0","0","0","0","Australia","C","14","FW","-","7/29/1993","24","6","0","Hibernian","https://cdn.sofifa.org/players/10/19/212232.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/81.png","€2.3M"
"K. Shin-wook","Kim Shin-wook","0","0","0","0","0","0","0","0","0","0","South Korea","F","9","FW","-","4/14/1988","30","48","10","N/A","N/A","N/A","N/A","N/A"
"K. Nakamura","Kosuke Nakamura","0","0","0","0","0","0","0","0","0","0","Japan","H","23","GK","-","2/27/1995","23","3","0","Kashiwa Reysol","https://cdn.sofifa.org/players/10/19/232562.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/101145.png","€2.4M"
"L. Gassama","Lamine Gassama","1","90","0","0","0","0","0","87.5","0","7.02","Senegal","H","21","DF","-","10/20/1989","28","35","0","Göztepe SK","https://cdn.sofifa.org/players/10/19/189944.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/101026.png","€700K"
"L. Ovalle","Luis Ovalle","1","90","0","0","0","0","0","62.1","0","6.42","Panama","G","17","DF","-","9/7/1988","29","25","0","N/A","N/A","N/A","N/A","N/A"
"M. Mandžukić","Mario Mandžukić","0","0","0","0","0","0","0","0","0","0","Croatia","D","17","FW","-","5/21/1986","32","82","30","Juventus","https://cdn.sofifa.org/players/10/19/181783.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/45.png","€25M"
"S. Eddine Khaoui","Saîf-Eddine Khaoui","0","0","0","0","0","0","0","0","0","0","Tunisia","G","7","FW","-","4/27/1995","23","4","0","N/A","N/A","N/A","N/A","N/A"
"A. Gomis","Alfred Gomis","0","0","0","0","0","0","0","0","0","0","Senegal","H","23","GK","-","9/5/1993","24","1","0","SPAL","https://cdn.sofifa.org/players/10/19/201976.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/112791.png","€7.5M"
"E. El-Hadary","Essam El-Hadary","0","0","0","0","0","0","0","0","0","0","Egypt","A","1","GK","captain","1/15/1973","45","157","0","N/A","N/A","N/A","N/A","N/A"
"J. Góralski","Jacek Góralski","2","180","0","0","1","0","0","80.6","0","6.82","Poland","H","6","MF","-","9/21/1992","25","3","0","N/A","https://cdn.sofifa.org/players/10/19/229739.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/flags/37.png","€0"
"R. Rúnarsson","Rúnar Rúnarsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","13","GK","-","2/18/1995","23","3","0","Dijon FCO","https://cdn.sofifa.org/players/10/19/222562.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/110569.png","€2.6M"
"S. Amrabat","Sofyan Amrabat","1","14","0","0","0","0","0","75","0","5.93","Morocco","B","21","MF","-","8/21/1996","21","5","0","Club Brugge KV","https://cdn.sofifa.org/players/10/19/224158.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/231.png","€5.5M"
"Rodríguez","Álex Rodríguez","0","0","0","0","0","0","0","0","0","0","Panama","G","22","GK","-","8/5/1990","27","6","0","N/A","N/A","N/A","N/A","N/A"
"D. Boyata","Dedryck Boyata","3","270","0","0","0","0","0","94.4","0","6.97","Belgium","G","20","DF","-","11/28/1990","27","5","0","Celtic","https://cdn.sofifa.org/players/10/19/197837.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/78.png","€6.5M"
"J. Guidetti","John Guidetti","2","37","0","0","1","0","0","57.1","0","6.02","Sweden","F","11","FW","-","4/15/1992","26","20","1","Deportivo Alavés","https://cdn.sofifa.org/players/10/19/199602.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/463.png","€13M"
"M. Murillo","Michael Murillo","0","0","0","0","0","0","0","0","0","0","Panama","G","2","DF","-","2/11/1996","22","21","2","New York Red Bulls","https://cdn.sofifa.org/players/10/19/237841.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/689.png","€3.9M"
"M. Veljković","Miloš Veljković","0","0","0","0","0","0","0","0","0","0","Serbia","E","13","DF","-","9/26/1995","22","2","0","SV Werder Bremen","https://cdn.sofifa.org/players/10/19/221354.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/38.png","€9.5M"
"Y. Zhirkov","Yuri Zhirkov","3","222","0","0","0","0","0","70.1","0","6.85","Russia","A","18","MF","-","8/20/1983","34","83","2","N/A","N/A","N/A","N/A","N/A"
"Š. Vrsaljko","Šime Vrsaljko","0","0","0","0","0","0","0","0","0","0","Croatia","D","2","DF","-","1/10/1992","26","35","0","N/A","N/A","N/A","N/A","N/A"
"D. Lovren","Dejan Lovren","7","651","0","0","1","0","0","84.9","0","6.72","Croatia","D","6","DF","-","7/5/1989","28","38","2","Liverpool","https://cdn.sofifa.org/players/10/19/195086.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/9.png","€16M"
"K. Trapp","Kevin Trapp","0","0","0","0","0","0","0","0","0","0","Germany","F","12","GK","-","7/8/1990","27","3","0","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/188943.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/1824.png","€11.5M"
"M. Mohsen","Marwan Mohsen","3","209","0","0","0","0","1","52.8","0","6.49","Egypt","A","9","FW","-","2/26/1989","29","23","4","N/A","https://cdn.sofifa.org/players/10/19/211453.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"T. Meunier","Thomas Meunier","5","450","1","2","2","0","0","81.7","0","7.36","Belgium","G","15","DF","-","9/12/1991","26","23","5","Paris Saint-Germain","https://cdn.sofifa.org/players/10/19/202371.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/73.png","€21M"
"V. Kompany","Vincent Kompany","5","376","0","0","0","0","0","93.1","0","6.71","Belgium","G","4","DF","-","4/10/1986","32","74","4","Manchester City","https://cdn.sofifa.org/players/10/19/139720.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/10.png","€22M"
"K. Arrizabalaga","Kepa Arrizabalaga","0","0","0","0","0","0","0","0","0","0","Spain","B","13","GK","-","10/3/1994","23","1","0","N/A","N/A","N/A","N/A","N/A"
"N. Radonjić","Nemanja Radonjić","0","0","0","0","0","0","0","0","0","0","Serbia","E","18","FW","-","2/15/1996","22","2","0","Olympique de Marseille","https://cdn.sofifa.org/players/10/19/243656.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/219.png","€5.5M"
"Y. Tejeda","Yeltsin Tejeda","1","7","0","0","0","0","0","60","0","5.68","Costa Rica","E","17","MF","-","3/17/1992","26","49","0","N/A","N/A","N/A","N/A","N/A"
"A. Behich","Aziz Behich","3","270","0","0","1","0","0","85.5","0","6.09","Australia","C","16","DF","-","12/16/1990","27","22","2","PSV","https://cdn.sofifa.org/players/10/19/202157.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/247.png","€5M"
"F. Al-Muwallad","Fahad Al-Muwallad","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","19","FW","-","9/14/1994","23","44","10","N/A","N/A","N/A","N/A","N/A"
"L. Teodorczyk","Łukasz Teodorczyk","0","0","0","0","0","0","0","0","0","0","Poland","H","14","FW","-","6/3/1991","27","15","4","Udinese","https://cdn.sofifa.org/players/10/19/201013.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/55.png","€9M"
"A. Ekdal","Albin Ekdal","5","421","0","0","1","0","0","77.2","0","6.96","Sweden","F","8","MF","-","7/28/1989","28","33","0","Sampdoria","https://cdn.sofifa.org/players/10/19/181318.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/1837.png","€7.5M"
"J. Campbell","Joel Campbell","2","113","0","1","1","0","0","84.4","1","7.32","Costa Rica","E","12","FW","-","6/26/1992","25","75","15","Frosinone","https://cdn.sofifa.org/players/10/19/204713.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/111657.png","€9M"
"M. Araujo","Miguel Araujo","0","0","0","0","0","0","0","0","0","0","Peru","C","5","DF","-","10/24/1994","23","7","0","Club Atlético Talleres","https://cdn.sofifa.org/players/10/19/226002.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/112670.png","€1.2M"
"Y. Benalouane","Yohan Benalouane","1","49","0","0","0","0","0","52.9","0","6.59","Tunisia","G","3","DF","-","3/28/1987","31","3","0","Leicester City","https://cdn.sofifa.org/players/10/19/183288.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/95.png","€2.7M"
"F. Thauvin","Florian Thauvin","1","1","0","0","0","0","0","100","0","5.88","France","C","20","FW","-","1/26/1993","25","4","0","Olympique de Marseille","https://cdn.sofifa.org/players/10/19/204970.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/219.png","€39M"
"M. Lanzini","Manuel Lanzini","0","0","0","0","0","0","0","0","0","0","Argentina","D","15","MF","-","2/15/1993","25","4","1","West Ham United","https://cdn.sofifa.org/players/10/19/188988.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/19.png","€23M"
"A. Harit","Amine Harit","1","82","0","0","0","0","3","76","0","7.13","Morocco","B","18","MF","-","6/18/1997","20","5","0","FC Schalke 04","https://cdn.sofifa.org/players/10/19/232097.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/34.png","€18M"
"K. Glik","Kamil Glik","2","100","0","0","0","0","0","87","0","6.48","Poland","H","15","DF","-","2/3/1988","30","57","4","AS Monaco","https://cdn.sofifa.org/players/10/19/190547.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/69.png","€19M"
"K. Min-woo","Kim Min-woo","0","0","0","0","0","0","0","0","0","0","South Korea","F","12","DF","-","2/25/1990","28","18","1","N/A","N/A","N/A","N/A","N/A"
"M. Ginter","Matthias Ginter","0","0","0","0","0","0","0","0","0","0","Germany","F","4","DF","-","1/19/1994","24","17","0","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/207862.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/23.png","€15.5M"
"N. Milenković","Nikola Milenković","0","0","0","0","0","0","0","0","0","0","Serbia","E","15","DF","-","10/12/1997","20","2","0","Fiorentina","https://cdn.sofifa.org/players/10/19/238095.png","https://cdn.sofifa.org/flags/51.png","https://cdn.sofifa.org/teams/10/light/110374.png","€7.5M"
"B. Bjarnason","Birkir Bjarnason","3","270","0","0","0","0","0","69.1","0","6.42","Iceland","D","8","MF","-","5/27/1988","30","66","9","Aston Villa","https://cdn.sofifa.org/players/10/19/175789.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/2.png","€1.6M"
"F. Bradarić","Filip Bradarić","0","0","0","0","0","0","0","0","0","0","Croatia","D","14","MF","-","1/11/1992","26","4","0","Cagliari","https://cdn.sofifa.org/players/10/19/241670.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/1842.png","€1.9M"
